Employee_ID,Job_Title,Department,Years_Experience,Performance_Tier,Annual_Salary_USD
EMP-11003,Data Analyst,Human Resources,5.0,Level-2 (Medium),122284.6272678812
EMP-21056,Data Analyst,Marketing,8.0,Level-3 (High),133432.35660772567
EMP-98530,software engineer,Engineering,1.0,Level-1 (Low),139090.6488558356
EMP-91879,Software Engineer,Human Resources,8.0,Level-3 (High),97007.00523454181
EMP-42645,Project Manager,N/A,12.0,Level-3 (High),121019.61737580423
EMP-22200,software engineer,Human Resources,3.0,MISSING,87190.25490242484
EMP-91189,Data Analyst,Human Resources,5.0,Level-1 (Low),84454.39157627962
EMP-54249,UNKNOWN,Human Resources,8.0,Level-2 (Medium),124476.8239385419
EMP-82536,Software Engineer,Engineering,12.0,MISSING,81286.4348216315
EMP-64135,SOFTWARE ENGINEER,Engineering,8.0,Level-1 (Low),51237.70837840931
EMP-53450,,Engineering,12.0,Level-1 (Low),
EMP-46385,Project Manager,Human Resources,35.0,Level-2 (Medium),70248.09232222906
EMP-44826,UNKNOWN,Finance,3.0,Level-2 (Medium),30304.986471475015
EMP-34488,Data Analyst,Engineering,12.0,Level-2 (Medium),40528.66803401951
EMP-93276,Project Manager,Engineering,12.0,Level-2 (Medium),84587.63616262216
EMP-33981,data analyst,Engineering,5.0,Level-2 (Medium),153652.56221027998
EMP-47974,Data Analyst,Engineering,8.0,Level-2 (Medium),122265.4280889808
EMP-57807,data analyst,Engineering,3.0,Level-3 (High),79385.2360231356
EMP-34462,data analyst,Finance,5.0,Level-2 (Medium),110220.80037990636
EMP-44298,software engineer,Marketing,8.0,Level-2 (Medium),172105.55929083633
EMP-67939,  Manager  ,Engineering,8.0,Level-2 (Medium),78539.30972287898
EMP-36308,Data Analyst,Engineering,3.0,Level-2 (Medium),143806.8547239086
EMP-42630,data analyst,Finance,3.0,Level-1 (Low),69710.9843534492
EMP-77422,Data Analyst,Finance,5.0,Level-2 (Medium),118536.50644140654
EMP-93655,Project Manager,N/A,1.0,Level-1 (Low),36464.68384427344
EMP-23115,SOFTWARE ENGINEER,Engineering,5.0,Level-1 (Low),143616.78670514887
EMP-88155,Software Engineer,Human Resources,5.0,Level-3 (High),55311.72966588297
EMP-15361,Software Engineer,Finance,5.0,Level-2 (Medium),148263.79473462346
EMP-92411,SOFTWARE ENGINEER,Finance,1.0,Level-2 (Medium),135199.0468008081
EMP-41392,SOFTWARE ENGINEER,Human Resources,35.0,Level-3 (High),38420.63152158143
EMP-77441,  Manager  ,Finance,,MISSING,152339.7170476623
EMP-77496,software engineer,Engineering,5.0,Level-3 (High),95717.18284863788
EMP-16909,data analyst,Engineering,3.0,Level-3 (High),172778.4798934343
EMP-40847,Software Engineer,Human Resources,8.0,Level-3 (High),79202.04656231943
EMP-48351,Data Analyst,Engineering,1.0,Level-1 (Low),28257.980567183535
EMP-52757,software engineer,Marketing,1.0,Level-3 (High),48504.48466932701
EMP-85418,  Manager  ,Human Resources,12.0,Level-3 (High),26950.16602027447
EMP-21760,Software Engineer,Finance,1.0,Level-2 (Medium),163810.53321349793
EMP-32349,data analyst,Marketing,12.0,Level-3 (High),100271.07881739891
EMP-37941,data analyst,Engineering,1.0,Level-2 (Medium),82196.31664575699
EMP-42508,Software Engineer,N/A,35.0,Level-2 (Medium),83278.70827711208
EMP-67042,Software Engineer,N/A,5.0,Level-1 (Low),99433.9300883664
EMP-89767,SOFTWARE ENGINEER,Finance,3.0,Level-3 (High),59488.558636041605
EMP-79663,  Manager  ,Engineering,,Level-2 (Medium),117990.24221041569
EMP-28713,Data Analyst,N/A,5.0,Level-2 (Medium),173996.01599890206
EMP-11016,Data Analyst,Engineering,8.0,Level-1 (Low),103899.49521775346
EMP-34148,SOFTWARE ENGINEER,Human Resources,5.0,Level-2 (Medium),86056.2399989314
EMP-57624,Data Analyst,Human Resources,12.0,Level-1 (Low),89220.97351849622
EMP-46881,Software Engineer,Engineering,3.0,Level-3 (High),111520.44696955681
EMP-21120,  Manager  ,Finance,8.0,Level-3 (High),113047.29688947354
EMP-36065,  Manager  ,Engineering,12.0,Level-3 (High),36053.206257338476
EMP-32338,Data Analyst,Human Resources,,Level-2 (Medium),151679.8000564921
EMP-95033,software engineer,Engineering,-2.0,Level-2 (Medium),28019.173151040988
EMP-29869,Software Engineer,Engineering,,Level-3 (High),102173.73045382558
EMP-28576,software engineer,Engineering,-2.0,Level-1 (Low),127837.67024867295
EMP-71039,Software Engineer,Engineering,1.0,Level-3 (High),37102.70132232115
EMP-99757,data analyst,Finance,1.0,Level-2 (Medium),115829.89116502862
EMP-98965,Project Manager,Engineering,1.0,Level-1 (Low),117103.785779687
EMP-88520,Data Analyst,Finance,5.0,Level-1 (Low),184800.6130578342
EMP-24547,SOFTWARE ENGINEER,Engineering,12.0,Level-2 (Medium),81126.91895762387
EMP-17667,software engineer,Engineering,3.0,MISSING,34373.574043757384
EMP-97281,data analyst,Human Resources,3.0,Level-2 (Medium),118380.48758766487
EMP-44138,software engineer,Engineering,1.0,Level-2 (Medium),98194.94982213495
EMP-28441,Software Engineer,Engineering,1.0,Level-2 (Medium),116812.44256549193
EMP-28367,Data Analyst,Engineering,1.0,Level-2 (Medium),147287.26834764087
EMP-83937,Software Engineer,Finance,1.0,Level-3 (High),178987.74192387064
EMP-62764,Data Analyst,Finance,3.0,Level-3 (High),169863.50561082625
EMP-33430,Software Engineer,Engineering,8.0,Level-2 (Medium),28382.95228909491
EMP-85554,SOFTWARE ENGINEER,Engineering,35.0,MISSING,120124.22864502062
EMP-24739,Software Engineer,Finance,35.0,Level-3 (High),63345.42717137161
EMP-33360,Software Engineer,Human Resources,,Level-2 (Medium),125124.91680160958
EMP-65740,Software Engineer,Engineering,5.0,Level-1 (Low),123646.66500173163
EMP-41058,Data Analyst,Engineering,1.0,Level-1 (Low),133628.21838298187
EMP-18396,Software Engineer,Human Resources,3.0,Level-3 (High),160516.5083122895
EMP-51816,Software Engineer,Engineering,1.0,Level-1 (Low),162186.95468502038
EMP-99294,Software Engineer,Finance,35.0,Level-3 (High),125642.73268725352
EMP-54496,Software Engineer,Human Resources,5.0,Level-1 (Low),100235.08801185974
EMP-38324,software engineer,Finance,1.0,Level-2 (Medium),79295.92669347677
EMP-31066,software engineer,Finance,,Level-2 (Medium),94103.18688989298
EMP-32464,Data Analyst,Engineering,1.0,Level-2 (Medium),133168.69744375124
EMP-91106,data analyst,Engineering,5.0,Level-1 (Low),82566.75459879027
EMP-29050,SOFTWARE ENGINEER,Finance,8.0,Level-1 (Low),84628.92606671772
EMP-26627,software engineer,Human Resources,1.0,Level-3 (High),154814.38961569342
EMP-61625,data analyst,Human Resources,5.0,Level-3 (High),63015.31853562098
EMP-25612,Project Manager,Finance,12.0,Level-2 (Medium),64471.23190240925
EMP-82191,Data Analyst,Engineering,12.0,Level-1 (Low),167102.53413532887
EMP-42657,data analyst,Engineering,3.0,Level-2 (Medium),148447.75333071663
EMP-92628,Project Manager,Engineering,1.0,Level-1 (Low),82708.09925826771
EMP-34335,Data Analyst,Engineering,5.0,Level-3 (High),139009.66058385366
EMP-45327,Software Engineer,Finance,5.0,Level-1 (Low),146915.79433049873
EMP-29750,Software Engineer,Engineering,1.0,Level-1 (Low),30041.868438709615
EMP-37705,Data Analyst,Engineering,35.0,Level-1 (Low),68518.18727054726
EMP-17126,Software Engineer,Engineering,3.0,Level-2 (Medium),175584.55306335754
EMP-60656,software engineer,Finance,5.0,Level-1 (Low),99176.39564242234
EMP-33060,data analyst,Finance,8.0,MISSING,82259.50735904304
EMP-74237,Software Engineer,Finance,8.0,Level-2 (Medium),55149.15043080275
EMP-25476,Software Engineer,Marketing,3.0,Level-3 (High),170963.67243050772
EMP-97520,UNKNOWN,Engineering,5.0,Level-2 (Medium),57160.654268738734
EMP-89365,SOFTWARE ENGINEER,Marketing,12.0,Level-1 (Low),148563.72414121623
EMP-24222,SOFTWARE ENGINEER,Marketing,5.0,Level-1 (Low),96086.77564875368
EMP-46940,Data Analyst,Marketing,8.0,Level-2 (Medium),155348.3258253642
EMP-43529,UNKNOWN,Engineering,12.0,Level-2 (Medium),46987.16758539932
EMP-83538,Project Manager,Marketing,-2.0,Level-1 (Low),165142.36444255512
EMP-85244,Project Manager,Engineering,5.0,MISSING,109119.6848157502
EMP-53527,software engineer,Finance,5.0,Level-3 (High),119996.73445176905
EMP-75956,Project Manager,Human Resources,99.0,MISSING,107519.39864262607
EMP-58622,software engineer,Engineering,8.0,Level-2 (Medium),123928.00095461623
EMP-99237,Data Analyst,Human Resources,8.0,Level-1 (Low),114767.06853312645
EMP-14029,,Human Resources,,Level-3 (High),
EMP-47361,Data Analyst,Finance,12.0,Level-2 (Medium),120897.31880753634
EMP-31518,SOFTWARE ENGINEER,Engineering,8.0,Level-2 (Medium),129135.64084915152
EMP-85242,Data Analyst,Marketing,,Level-2 (Medium),183199.9391075667
EMP-19355,software engineer,Finance,8.0,Level-2 (Medium),148414.50662618363
EMP-48726,Data Analyst,Human Resources,35.0,Level-2 (Medium),124783.33177546918
EMP-28184,Software Engineer,Human Resources,5.0,Level-1 (Low),75394.5384438486
EMP-87339,,Marketing,8.0,Level-2 (Medium),
EMP-74506,Software Engineer,Marketing,3.0,Level-2 (Medium),184277.23812591302
EMP-90865,software engineer,Engineering,5.0,MISSING,63348.70688737681
EMP-50490,  Manager  ,Finance,5.0,Level-1 (Low),147875.52692953064
EMP-25983,Software Engineer,Human Resources,3.0,Level-3 (High),165033.1474767248
EMP-74495,data analyst,Engineering,8.0,Level-2 (Medium),85743.66362366441
EMP-94261,Data Analyst,Marketing,35.0,Level-2 (Medium),168525.18910531266
EMP-53510,SOFTWARE ENGINEER,Marketing,8.0,Level-1 (Low),111523.48634926064
EMP-52246,Data Analyst,Marketing,3.0,Level-2 (Medium),161672.07182244677
EMP-87557,Data Analyst,Marketing,5.0,Level-1 (Low),68719.26407295452
EMP-78506,Software Engineer,Finance,,Level-3 (High),104211.59875789333
EMP-55708,SOFTWARE ENGINEER,Finance,12.0,Level-2 (Medium),169032.98796823664
EMP-59871,Software Engineer,Finance,,Level-2 (Medium),150368.3271557514
EMP-74000,Project Manager,Engineering,1.0,Level-2 (Medium),28290.44737143404
EMP-76884,Software Engineer,Engineering,3.0,Level-2 (Medium),91776.30223224526
EMP-16596,software engineer,Engineering,,Level-2 (Medium),27632.157837767172
EMP-68841,software engineer,Marketing,12.0,Level-3 (High),74930.6646611013
EMP-96989,,Engineering,1.0,Level-2 (Medium),
EMP-87197,Data Analyst,Engineering,3.0,Level-3 (High),122785.49302477861
EMP-61237,data analyst,Engineering,,Level-1 (Low),168977.10480562874
EMP-35499,software engineer,Engineering,3.0,Level-3 (High),126851.80624650932
EMP-86970,UNKNOWN,Marketing,1.0,Level-1 (Low),182878.26984873292
EMP-50954,Data Analyst,Engineering,1.0,Level-3 (High),151979.52025667334
EMP-63775,software engineer,Marketing,,Level-2 (Medium),46694.39986625685
EMP-77813,Data Analyst,Marketing,-2.0,Level-2 (Medium),77462.57846375761
EMP-33673,software engineer,Engineering,5.0,Level-3 (High),68612.28408755566
EMP-59546,Software Engineer,Human Resources,8.0,Level-2 (Medium),72922.85570874481
EMP-28414,Data Analyst,Marketing,8.0,Level-2 (Medium),145553.60193468264
EMP-52389,SOFTWARE ENGINEER,N/A,1.0,Level-1 (Low),91212.65295081645
EMP-73109,Data Analyst,Finance,12.0,Level-2 (Medium),174327.47524280436
EMP-81792,software engineer,Human Resources,3.0,Level-2 (Medium),166115.00333267564
EMP-44681,Software Engineer,Human Resources,5.0,Level-3 (High),182126.26876209077
EMP-74513,  Manager  ,Engineering,8.0,Level-3 (High),164164.40493563688
EMP-22156,software engineer,Marketing,3.0,Level-1 (Low),57611.99876969341
EMP-35997,  Manager  ,N/A,5.0,Level-3 (High),44637.207251409025
EMP-75279,Data Analyst,Marketing,8.0,Level-3 (High),118344.95014295743
EMP-78476,software engineer,Marketing,1.0,Level-1 (Low),175193.74873423597
EMP-53735,data analyst,Finance,12.0,Level-2 (Medium),54475.57961879953
EMP-17995,data analyst,Engineering,1.0,Level-1 (Low),130903.76524956553
EMP-83246,software engineer,Marketing,3.0,Level-1 (Low),33901.17131240132
EMP-53285,Software Engineer,Finance,5.0,Level-2 (Medium),104952.25419348413
EMP-78410,software engineer,Marketing,3.0,Level-2 (Medium),182618.35426813888
EMP-78387,data analyst,Marketing,5.0,Level-1 (Low),82736.67030538869
EMP-40444,Data Analyst,Engineering,1.0,Level-3 (High),94893.91871528652
EMP-87374,UNKNOWN,Engineering,3.0,MISSING,38385.72307215074
EMP-31630,SOFTWARE ENGINEER,N/A,3.0,Level-3 (High),181507.56617796348
EMP-60175,SOFTWARE ENGINEER,Human Resources,8.0,Level-1 (Low),45188.5316144244
EMP-70048,Data Analyst,Finance,35.0,Level-3 (High),62952.255072772874
EMP-64184,software engineer,Engineering,-2.0,Level-2 (Medium),96050.2063963481
EMP-54546,software engineer,Engineering,5.0,Level-2 (Medium),152293.24827854268
EMP-43217,software engineer,Engineering,5.0,Level-3 (High),59513.79811799917
EMP-98362,Software Engineer,Engineering,35.0,Level-2 (Medium),114327.00139015127
EMP-63251,,Engineering,5.0,Level-2 (Medium),
EMP-77412,Software Engineer,Engineering,3.0,Level-2 (Medium),89078.791063547
EMP-34070,Software Engineer,Engineering,3.0,Level-2 (Medium),105558.63689204464
EMP-96456,data analyst,Engineering,5.0,Level-3 (High),179801.4142170809
EMP-13368,Project Manager,Marketing,5.0,Level-3 (High),116801.63373564002
EMP-76829,data analyst,Marketing,3.0,Level-3 (High),146207.17860866737
EMP-97298,data analyst,Human Resources,8.0,Level-3 (High),58821.77134409426
EMP-78938,data analyst,Engineering,5.0,MISSING,98495.02495308971
EMP-27576,UNKNOWN,Finance,8.0,Level-3 (High),47464.942626175456
EMP-95808,software engineer,Engineering,1.0,Level-1 (Low),137459.55090226044
EMP-66865,UNKNOWN,Marketing,5.0,Level-3 (High),54424.9640819249
EMP-63340,software engineer,Marketing,8.0,Level-3 (High),104328.70323894783
EMP-82260,SOFTWARE ENGINEER,Engineering,8.0,MISSING,119739.7304935311
EMP-57181,Project Manager,Engineering,,Level-2 (Medium),55861.93778021457
EMP-94670,SOFTWARE ENGINEER,Finance,5.0,Level-2 (Medium),175799.64821742242
EMP-92372,Software Engineer,Finance,1.0,Level-2 (Medium),118432.67202768326
EMP-52654,Project Manager,Engineering,3.0,Level-1 (Low),152521.16354600538
EMP-97823,data analyst,Finance,35.0,Level-3 (High),100633.29770425653
EMP-86973,Software Engineer,Marketing,1.0,Level-3 (High),129739.36833088452
EMP-69325,  Manager  ,Human Resources,,Level-3 (High),177537.13450269614
EMP-30216,Data Analyst,Marketing,3.0,Level-2 (Medium),109286.48449253861
EMP-22753,Data Analyst,Engineering,99.0,Level-2 (Medium),140873.7232803238
EMP-13547,data analyst,Marketing,3.0,Level-2 (Medium),44466.36716406395
EMP-22314,  Manager  ,Engineering,5.0,Level-3 (High),54001.173554270514
EMP-62077,  Manager  ,Marketing,5.0,Level-2 (Medium),96330.99373240236
EMP-82614,SOFTWARE ENGINEER,Engineering,3.0,Level-3 (High),114584.81746899073
EMP-52210,Software Engineer,Engineering,35.0,Level-2 (Medium),140607.9635044713
EMP-43615,Data Analyst,Finance,12.0,Level-2 (Medium),70981.95562370148
EMP-48992,software engineer,Human Resources,1.0,Level-2 (Medium),58592.41834274117
EMP-50882,data analyst,Marketing,35.0,MISSING,112622.55785503963
EMP-15097,Software Engineer,Engineering,,Level-2 (Medium),60964.30914037537
EMP-57680,SOFTWARE ENGINEER,Human Resources,5.0,Level-3 (High),158033.04999215633
EMP-57848,Software Engineer,N/A,5.0,Level-3 (High),122017.92115503372
EMP-87075,Software Engineer,Human Resources,5.0,Level-2 (Medium),183092.39204615666
EMP-38004,  Manager  ,Finance,5.0,Level-2 (Medium),87226.97885783351
EMP-73915,UNKNOWN,Finance,3.0,Level-1 (Low),91708.84833294136
EMP-92045,  Manager  ,Marketing,1.0,Level-1 (Low),99930.033313042
EMP-38426,Data Analyst,Engineering,5.0,Level-2 (Medium),131195.08269703988
EMP-24559,Data Analyst,Engineering,12.0,Level-1 (Low),144446.25478596572
EMP-67934,software engineer,Finance,3.0,Level-1 (Low),131936.75849032527
EMP-84079,SOFTWARE ENGINEER,Human Resources,3.0,MISSING,91056.41470292873
EMP-89046,  Manager  ,Marketing,99.0,Level-1 (Low),64505.31305018034
EMP-28075,SOFTWARE ENGINEER,Finance,1.0,Level-3 (High),142333.6240419955
EMP-22781,software engineer,Marketing,5.0,Level-2 (Medium),145499.2767886863
EMP-54225,data analyst,Engineering,12.0,Level-1 (Low),29790.415851021557
EMP-37724,Software Engineer,Marketing,,Level-3 (High),71059.52578259293
EMP-13238,software engineer,Marketing,8.0,Level-1 (Low),177641.9993150872
EMP-71691,Project Manager,Finance,35.0,Level-1 (Low),142205.66473060285
EMP-44151,Software Engineer,Marketing,1.0,Level-1 (Low),103536.16287107815
EMP-61571,software engineer,Engineering,35.0,Level-2 (Medium),71070.63702096525
EMP-45879,data analyst,Engineering,3.0,Level-3 (High),26532.906381687677
EMP-16151,software engineer,Marketing,,Level-3 (High),67629.53702964477
EMP-64615,Data Analyst,Finance,8.0,Level-3 (High),168644.4564835222
EMP-32630,data analyst,Finance,12.0,Level-3 (High),51071.65723813168
EMP-16124,software engineer,Human Resources,1.0,MISSING,52618.53186536742
EMP-20852,Software Engineer,Engineering,5.0,Level-1 (Low),73708.27845229939
EMP-93195,software engineer,Human Resources,12.0,Level-2 (Medium),84733.02636305924
EMP-56945,SOFTWARE ENGINEER,Human Resources,5.0,Level-3 (High),88792.29120059912
EMP-32778,Software Engineer,Engineering,5.0,Level-2 (Medium),123291.93945944088
EMP-80470,Data Analyst,Engineering,1.0,Level-2 (Medium),44541.89284695042
EMP-63988,software engineer,Finance,1.0,Level-2 (Medium),58185.19296904151
EMP-84127,software engineer,Engineering,5.0,Level-2 (Medium),28378.442225051578
EMP-27516,Project Manager,Engineering,1.0,Level-2 (Medium),148428.13799033687
EMP-22890,Project Manager,Engineering,3.0,Level-3 (High),112692.70586615142
EMP-48727,software engineer,Finance,12.0,Level-3 (High),91022.3536505931
EMP-96360,data analyst,Finance,5.0,Level-3 (High),177865.37454234902
EMP-44998,Data Analyst,Human Resources,8.0,Level-2 (Medium),41298.02337911539
EMP-16808,SOFTWARE ENGINEER,Engineering,1.0,Level-3 (High),142182.21807580997
EMP-96116,Software Engineer,Engineering,8.0,Level-1 (Low),79145.39584683639
EMP-98814,Data Analyst,Finance,1.0,Level-2 (Medium),122815.51181495667
EMP-86724,Project Manager,Human Resources,8.0,Level-3 (High),143034.60271555174
EMP-96794,SOFTWARE ENGINEER,Marketing,8.0,Level-3 (High),65369.372311094034
EMP-34508,Data Analyst,Marketing,3.0,Level-3 (High),118205.78635767287
EMP-21795,  Manager  ,Marketing,8.0,Level-1 (Low),140616.97540137032
EMP-64669,software engineer,Engineering,3.0,Level-2 (Medium),97710.44539951379
EMP-80895,Software Engineer,Engineering,3.0,Level-2 (Medium),115779.4481135643
EMP-93375,SOFTWARE ENGINEER,Engineering,5.0,Level-1 (Low),97266.15008751681
EMP-24334,,Engineering,1.0,Level-1 (Low),
EMP-49726,software engineer,N/A,3.0,Level-1 (Low),25640.91722528321
EMP-37327,Project Manager,Engineering,1.0,Level-2 (Medium),90026.83241248806
EMP-11353,software engineer,N/A,3.0,Level-2 (Medium),104978.95754937764
EMP-15492,Software Engineer,Marketing,35.0,Level-2 (Medium),76721.93978254724
EMP-31910,SOFTWARE ENGINEER,Marketing,,Level-3 (High),135433.1272829725
EMP-75506,Project Manager,Engineering,3.0,Level-2 (Medium),110048.53572627997
EMP-44832,data analyst,Engineering,1.0,Level-1 (Low),105508.48306961056
EMP-97569,software engineer,Finance,5.0,Level-2 (Medium),103941.81961262652
EMP-91510,SOFTWARE ENGINEER,N/A,3.0,Level-2 (Medium),55620.67814987538
EMP-36160,software engineer,Engineering,3.0,Level-3 (High),132384.3373934123
EMP-61232,Software Engineer,Engineering,12.0,Level-1 (Low),73859.20200172384
EMP-68335,software engineer,Engineering,99.0,Level-2 (Medium),61704.346636399554
EMP-51664,data analyst,Engineering,1.0,Level-3 (High),72733.29102627601
EMP-22917,,Finance,5.0,Level-2 (Medium),
EMP-22828,Software Engineer,Engineering,3.0,Level-1 (Low),57937.11131504418
EMP-84385,Software Engineer,Human Resources,3.0,MISSING,165186.28762813605
EMP-31825,software engineer,Marketing,12.0,Level-2 (Medium),50142.5529683949
